T,Wind Direction,Wind Speed,Temperature,Cloud Cover,Easting,Northing
14,7,24,18,0,8,18
14,6,32,18,1,9,18
14,5,22,19,0,0,19
14,8,12,18,2,1,19
14,7,13,17,0,2,19
14,2,20,14,4,3,19
14,4,37,16,2,4,19
14,3,17,17,2,5,19
14,5,13,19,2,6,19
14,3,23,16,0,7,19
14,8,29,17,3,8,19
14,7,8,12,4,9,19
15,2,26,16,1,0,0
15,4,38,17,3,1,0
15,2,26,13,1,2,0
15,6,22,16,1,3,0
15,5,37,18,4,4,0
15,6,23,12,4,5,0
15,1,35,14,4,6,0
15,6,36,19,2,7,0
15,7,38,14,1,8,0
15,6,26,18,3,9,0
15,1,18,20,1,0,1
15,8,12,12,0,1,1
15,2,20,15,4,2,1
15,1,26,17,2,3,1
15,2,8,20,4,4,1
15,8,17,15,2,5,1
15,6,21,17,3,6,1
15,1,35,12,4,7,1
15,6,36,12,3,8,1
15,6,21,20,0,9,1
15,4,37,18,0,0,2
15,5,28,12,3,1,2
15,2,8,16,3,2,2
15,7,37,18,1,3,2
15,6,34,12,2,4,2
15,2,23,18,2,5,2
15,3,38,12,3,6,2
15,1,31,14,1,7,2
15,7,30,16,3,8,2
15,6,12,19,3,9,2
15,8,27,19,0,0,3
15,1,23,12,4,1,3
15,8,22,17,1,2,3
15,5,11,15,0,3,3
15,4,8,14,0,4,3
15,4,12,16,3,5,3
15,2,32,16,3,6,3
15,8,35,15,0,7,3
15,6,33,18,0,8,3
15,8,21,14,1,9,3
15,6,28,12,3,0,4
15,1,32,13,3,1,4
15,3,8,15,3,2,4
15,8,11,12,4,3,4
15,6,38,16,3,4,4
15,6,22,14,2,5,4
15,7,17,19,0,6,4
15,5,12,13,3,7,4
15,4,22,14,3,8,4
15,1,34,19,2,9,4
15,8,28,13,4,0,5
15,8,29,15,2,1,5
15,5,22,20,4,2,5
15,7,29,15,2,3,5
15,5,28,16,1,4,5
15,2,31,15,4,5,5
15,7,8,20,2,6,5
15,6,26,19,0,7,5
15,1,31,20,3,8,5
15,3,34,13,4,9,5
15,5,27,20,0,0,6
15,6,12,15,3,1,6
15,7,22,12,0,2,6
15,6,14,17,4,3,6
15,4,32,12,4,4,6
15,6,13,14,2,5,6
15,5,33,15,1,6,6
15,6,11,16,4,7,6
15,1,37,18,3,8,6
15,2,11,12,2,9,6
15,2,21,16,3,0,7
15,1,38,18,1,1,7
15,8,30,16,0,2,7
15,4,36,15,2,3,7
15,2,35,17,2,4,7
15,2,38,20,3,5,7
15,5,31,17,2,6,7
15,1,36,17,1,7,7
15,4,35,20,0,8,7
15,3,15,19,1,9,7
15,7,32,12,1,0,8
15,2,32,14,3,1,8
15,8,29,18,4,2,8
15,7,21,20,4,3,8
15,4,38,20,0,4,8
15,5,34,17,2,5,8
15,5,21,12,1,6,8
15,5,8,12,2,7,8
15,1,15,14,3,8,8
15,6,31,19,0,9,8
15,7,24,15,2,0,9
15,3,12,12,3,1,9
15,4,11,19,3,2,9
15,2,18,12,1,3,9
15,5,34,14,3,4,9
15,6,38,20,3,5,9
15,8,31,17,4,6,9
15,8,33,18,3,7,9
15,7,22,14,1,8,9
15,8,23,15,0,9,9
15,5,23,20,4,0,10
15,3,29,17,1,1,10
15,8,27,19,4,2,10
15,3,14,19,3,3,10
15,3,29,12,4,4,10
15,8,18,14,3,5,10
15,7,10,13,3,6,10
15,7,23,17,1,7,10
15,7,25,16,0,8,10
15,7,27,18,3,9,10
15,5,35,20,1,0,11
15,1,29,16,0,1,11
15,3,8,16,3,2,11
15,5,20,20,0,3,11
15,8,21,16,2,4,11
15,8,9,12,2,5,11
15,3,26,12,3,6,11
15,4,15,17,1,7,11
15,5,30,17,4,8,11
15,3,27,16,4,9,11
15,3,15,13,3,0,12
15,7,31,16,4,1,12
15,4,11,18,3,2,12
15,3,16,14,4,3,12
15,3,10,20,2,4,12
15,4,38,19,4,5,12
15,7,35,19,1,6,12
15,8,16,14,0,7,12
15,8,23,20,0,8,12
15,3,10,19,3,9,12
15,8,33,13,4,0,13
15,5,10,16,4,1,13
15,4,27,16,2,2,13
15,2,15,17,3,3,13
15,2,15,15,2,4,13
15,1,32,19,2,5,13
15,8,25,16,0,6,13
15,1,32,19,1,7,13
15,5,32,13,1,8,13
15,5,19,12,4,9,13
15,1,17,19,0,0,14
15,3,37,19,4,1,14
15,2,19,13,4,2,14
15,8,33,13,4,3,14
15,8,21,12,2,4,14
15,4,31,13,0,5,14
15,3,24,16,0,6,14
15,2,12,20,0,7,14
15,8,20,17,4,8,14
15,1,32,17,3,9,14
15,8,28,12,3,0,15
15,6,15,19,0,1,15
15,5,8,19,3,2,15
15,7,14,15,4,3,15
15,7,17,20,1,4,15
15,2,15,13,1,5,15
15,8,24,17,3,6,15
15,8,36,16,4,7,15
15,6,36,12,2,8,15
15,3,21,18,3,9,15
15,6,21,12,0,0,16
15,4,14,12,0,1,16
15,3,25,15,1,2,16
15,1,12,15,2,3,16
15,3,8,13,3,4,16
15,4,35,15,2,5,16
15,8,23,15,1,6,16
15,6,37,14,0,7,16
15,4,18,19,1,8,16
15,7,22,15,2,9,16
15,1,31,13,1,0,17
15,3,9,12,3,1,17
15,8,20,12,0,2,17
15,8,17,19,4,3,17
15,5,23,17,1,4,17
15,1,14,19,1,5,17
15,4,35,18,0,6,17
15,7,37,16,0,7,17
15,1,18,13,2,8,17
15,4,35,17,2,9,17
15,2,21,12,1,0,18
15,5,33,19,0,1,18
15,5,9,13,3,2,18
15,6,28,19,4,3,18
15,2,34,17,0,4,18
15,5,38,13,4,5,18
15,3,29,15,0,6,18
15,1,17,18,0,7,18
15,5,25,19,4,8,18
15,6,33,19,0,9,18
15,4,23,20,1,0,19
15,8,13,19,2,1,19
15,5,14,18,1,2,19
15,2,21,15,1,3,19
15,4,38,17,3,4,19
15,6,18,18,1,5,19
15,4,14,20,4,6,19
15,2,24,17,0,7,19
15,3,30,18,2,8,19
15,4,9,13,2,9,19
16,7,27,17,0,0,0
16,6,39,18,1,1,0
16,6,27,14,0,2,0
16,3,23,17,2,3,0
16,5,38,19,3,4,0
16,8,24,13,4,5,0
16,7,36,15,3,6,0
16,3,37,20,3,7,0
16,5,39,15,3,8,0
16,3,27,19,3,9,0
16,4,19,21,3,0,1
16,3,13,13,3,1,1
16,3,21,16,3,2,1
16,4,27,18,4,3,1
16,7,9,21,0,4,1
16,3,18,16,1,5,1
16,3,22,18,3,6,1
16,6,36,13,0,7,1
16,3,37,13,2,8,1
16,1,22,21,3,9,1
16,6,38,19,2,0,2
16,4,29,13,3,1,2
16,1,9,17,1,2,2
16,3,38,19,0,3,2
16,3,35,13,1,4,2
16,4,24,19,3,5,2
16,5,39,13,4,6,2
16,5,32,15,1,7,2
16,5,31,17,0,8,2
16,3,13,20,2,9,2
16,3,28,20,3,0,3
16,2,24,13,3,1,3
16,6,23,18,3,2,3
16,6,12,16,2,3,3
16,7,9,15,4,4,3
16,3,13,17,4,5,3
16,5,33,17,4,6,3
16,8,36,16,1,7,3
16,5,34,19,1,8,3
16,3,22,15,4,9,3
16,5,29,13,3,0,4
16,7,33,14,4,1,4
16,7,9,16,2,2,4
16,6,12,13,0,3,4
16,6,39,17,1,4,4
16,1,23,15,2,5,4
16,2,18,20,2,6,4
16,5,13,14,1,7,4
16,1,23,15,4,8,4
16,6,35,20,2,9,4
16,7,29,14,1,0,5
16,8,30,16,3,1,5
16,4,23,21,3,2,5
16,3,30,16,0,3,5
16,1,29,17,2,4,5
16,1,32,16,1,5,5
16,3,9,21,3,6,5
16,2,27,20,2,7,5
16,4,32,21,3,8,5
16,8,35,14,3,9,5
16,3,28,21,1,0,6
16,5,13,16,2,1,6
16,4,23,13,1,2,6
16,1,15,18,3,3,6
16,7,33,13,3,4,6
16,6,14,15,0,5,6
16,8,34,16,3,6,6
16,2,12,17,3,7,6
16,5,38,19,2,8,6
16,3,12,13,3,9,6
16,5,22,17,1,0,7
16,7,39,19,2,1,7
16,4,31,17,1,2,7
16,6,37,16,3,3,7
16,3,36,18,3,4,7
16,4,39,21,0,5,7
16,2,32,18,2,6,7
16,2,37,18,3,7,7
16,3,36,21,0,8,7
16,8,16,20,1,9,7
16,2,33,13,0,0,8
16,8,33,15,1,1,8
16,3,30,19,2,2,8
16,4,22,21,4,3,8
16,2,39,21,1,4,8
16,7,35,18,2,5,8
16,3,22,13,0,6,8
16,6,9,13,0,7,8
16,1,16,15,2,8,8
16,1,32,20,0,9,8
16,3,25,16,2,0,9
16,4,13,13,2,1,9
16,7,12,20,1,2,9
16,1,19,13,2,3,9
16,1,35,15,4,4,9
16,2,39,21,3,5,9
16,8,32,18,3,6,9
16,6,34,19,4,7,9
16,2,23,15,4,8,9
16,6,24,16,1,9,9
16,1,24,21,3,0,10
16,8,30,18,4,1,10
16,3,28,20,2,2,10
16,8,15,20,2,3,10
16,1,30,13,4,4,10
16,8,19,15,2,5,10
16,5,11,14,3,6,10
16,2,24,18,2,7,10
16,4,26,17,0,8,10
16,6,28,19,0,9,10
16,4,36,21,0,0,11
16,1,30,17,2,1,11
16,8,9,17,3,2,11
16,4,21,21,0,3,11
16,3,22,17,0,4,11
16,6,10,13,4,5,11
16,2,27,13,3,6,11
16,8,16,18,4,7,11
16,7,31,18,3,8,11
16,2,28,17,0,9,11
16,5,16,14,4,0,12
16,8,32,17,3,1,12
16,5,12,19,0,2,12
16,1,17,15,1,3,12
16,4,11,21,0,4,12
16,3,39,20,3,5,12
16,7,36,20,2,6,12
16,2,17,15,2,7,12
16,5,24,21,3,8,12
16,4,11,20,0,9,12
16,1,34,14,1,0,13
16,1,11,17,3,1,13
16,3,28,17,2,2,13
16,5,16,18,1,3,13
16,3,16,16,0,4,13
16,6,33,20,1,5,13
16,3,26,17,3,6,13
16,7,33,20,1,7,13
16,6,33,14,1,8,13
16,7,20,13,2,9,13
16,1,18,20,2,0,14
16,4,38,20,3,1,14
16,4,20,14,3,2,14
16,8,34,14,2,3,14
16,7,22,13,2,4,14
16,6,32,14,3,5,14
16,2,25,17,4,6,14
16,5,13,21,2,7,14
16,7,21,18,4,8,14
16,1,33,18,1,9,14
16,6,29,13,2,0,15
16,7,16,20,1,1,15
16,4,9,20,0,2,15
16,4,15,16,0,3,15
16,7,18,21,4,4,15
16,2,16,14,3,5,15
16,2,25,18,0,6,15
16,7,37,17,4,7,15
16,8,37,13,1,8,15
16,8,22,19,1,9,15
16,6,22,13,2,0,16
16,4,15,13,4,1,16
16,6,26,16,3,2,16
16,7,13,16,3,3,16
16,1,9,14,2,4,16
16,1,36,16,4,5,16
16,2,24,16,1,6,16
16,7,38,15,0,7,16
16,1,19,20,1,8,16
16,6,23,16,4,9,16
16,1,32,14,1,0,17
16,5,10,13,1,1,17
16,8,21,13,4,2,17
16,8,18,20,1,3,17
16,7,24,18,0,4,17
16,6,15,20,4,5,17
16,6,36,19,3,6,17
16,5,38,17,1,7,17
16,6,19,14,0,8,17
16,7,36,18,2,9,17
16,8,22,13,1,0,18
16,5,34,20,1,1,18
16,6,10,14,1,2,18
16,8,29,20,0,3,18
16,1,35,18,1,4,18
16,1,39,14,4,5,18
16,1,30,16,4,6,18
16,2,18,19,2,7,18
16,2,26,20,4,8,18
16,5,34,20,3,9,18
16,3,24,21,1,0,19
16,7,14,20,4,1,19
16,3,15,19,0,2,19
16,7,22,16,1,3,19
16,1,39,18,4,4,19
16,7,19,19,4,5,19
16,4,15,21,1,6,19
16,4,25,18,3,7,19
16,2,31,19,4,8,19
16,1,10,14,3,9,19
17,5,25,15,2,0,0
17,4,37,16,2,1,0
17,2,25,12,4,2,0
17,2,21,15,2,3,0
17,3,36,17,2,4,0
17,2,22,11,4,5,0
17,6,34,13,1,6,0
17,1,35,18,3,7,0
17,7,37,13,3,8,0
17,1,25,17,4,9,0
17,5,17,19,2,0,1
17,7,11,11,3,1,1
17,7,19,14,4,2,1
17,5,25,16,1,3,1
17,1,7,19,2,4,1
17,4,16,14,2,5,1
17,4,20,16,4,6,1
17,1,34,11,1,7,1
17,4,35,11,1,8,1
17,7,20,19,0,9,1
17,6,36,17,3,0,2
17,4,27,11,1,1,2
17,7,7,15,0,2,2
17,3,36,17,1,3,2
17,1,33,11,0,4,2
17,1,22,17,0,5,2
17,3,37,11,0,6,2
17,6,30,13,0,7,2
17,5,29,15,0,8,2
17,8,11,18,3,9,2
17,1,26,18,2,0,3
17,8,22,11,4,1,3
17,1,21,16,4,2,3
17,6,10,14,2,3,3
17,6,7,13,1,4,3
17,7,11,15,0,5,3
17,3,31,15,0,6,3
17,3,34,14,0,7,3
17,2,32,17,1,8,3
17,5,20,13,4,9,3
17,5,27,11,3,0,4
17,3,31,12,1,1,4
17,5,7,14,4,2,4
17,4,10,11,1,3,4
17,8,37,15,1,4,4
17,7,21,13,0,5,4
17,7,16,18,0,6,4
17,3,11,12,4,7,4
17,2,21,13,4,8,4
17,3,33,18,3,9,4
17,6,27,12,2,0,5
17,2,28,14,3,1,5
17,1,21,19,4,2,5
17,1,28,14,2,3,5
17,4,27,15,0,4,5
17,4,30,14,3,5,5
17,7,7,19,2,6,5
17,1,25,18,0,7,5
17,7,30,19,2,8,5
17,1,33,12,1,9,5
17,4,26,19,1,0,6
17,8,11,14,4,1,6
17,1,21,11,0,2,6
17,7,13,16,3,3,6
17,5,31,11,0,4,6
17,4,12,13,3,5,6
17,5,32,14,4,6,6
17,6,10,15,2,7,6
17,3,36,17,1,8,6
17,6,10,11,4,9,6
17,1,20,15,2,0,7
17,2,37,17,0,1,7
17,8,29,15,0,2,7
17,8,35,14,2,3,7
17,5,34,16,4,4,7
17,5,37,19,3,5,7
17,6,30,16,3,6,7
17,4,35,16,2,7,7
17,7,34,19,1,8,7
17,6,14,18,1,9,7
17,3,31,11,2,0,8
17,1,31,13,0,1,8
17,4,28,17,4,2,8
17,7,20,19,2,3,8
17,5,37,19,3,4,8
17,2,33,16,2,5,8
17,5,20,11,3,6,8
17,1,7,11,2,7,8
17,3,14,13,0,8,8
17,1,30,18,3,9,8
17,3,23,14,4,0,9
17,2,11,11,1,1,9
17,4,10,18,3,2,9
17,3,17,11,4,3,9
17,5,33,13,2,4,9
17,7,37,19,1,5,9
17,7,30,16,3,6,9
17,6,32,17,2,7,9
17,3,21,13,1,8,9
17,5,22,14,4,9,9
17,5,22,19,0,0,10
17,5,28,16,0,1,10
17,2,26,18,0,2,10
17,8,13,18,3,3,10
17,8,28,11,2,4,10
17,7,17,13,1,5,10
17,1,9,12,1,6,10
17,7,22,16,1,7,10
17,2,24,15,0,8,10
17,3,26,17,4,9,10
17,1,34,19,1,0,11
17,6,28,15,2,1,11
17,8,7,15,1,2,11
17,8,19,19,1,3,11
17,2,20,15,3,4,11
17,4,8,11,4,5,11
17,1,25,11,1,6,11
17,4,14,16,0,7,11
17,8,29,16,3,8,11
17,2,26,15,4,9,11
17,7,14,12,1,0,12
17,1,30,15,1,1,12
17,4,10,17,1,2,12
17,1,15,13,3,3,12
17,2,9,19,0,4,12
17,2,37,18,4,5,12
17,2,34,18,4,6,12
17,4,15,13,2,7,12
17,7,22,19,0,8,12
17,8,9,18,2,9,12
17,7,32,12,2,0,13
17,7,9,15,2,1,13
17,5,26,15,3,2,13
17,4,14,16,2,3,13
17,2,14,14,0,4,13
17,7,31,18,0,5,13
17,2,24,15,0,6,13
17,3,31,18,4,7,13
17,6,31,12,2,8,13
17,8,18,11,1,9,13
17,2,16,18,3,0,14
17,4,36,18,3,1,14
17,5,18,12,3,2,14
17,2,32,12,3,3,14
17,3,20,11,4,4,14
17,8,30,12,3,5,14
17,8,23,15,4,6,14
17,7,11,19,4,7,14
17,7,19,16,4,8,14
17,4,31,16,2,9,14
17,4,27,11,2,0,15
17,3,14,18,0,1,15
17,5,7,18,2,2,15
17,7,13,14,4,3,15
17,2,16,19,3,4,15
17,7,14,12,4,5,15
17,6,23,16,0,6,15
17,8,35,15,2,7,15
17,7,35,11,3,8,15
17,5,20,17,2,9,15
17,1,20,11,2,0,16
17,6,13,11,1,1,16
17,8,24,14,0,2,16
17,2,11,14,3,3,16
17,8,7,12,1,4,16
17,3,34,14,3,5,16
17,3,22,14,4,6,16
17,2,36,13,3,7,16
17,4,17,18,3,8,16
17,7,21,14,1,9,16
17,4,30,12,0,0,17
17,3,8,11,1,1,17
17,8,19,11,3,2,17
17,2,16,18,1,3,17
17,1,22,16,1,4,17
17,2,13,18,0,5,17
17,1,34,17,3,6,17
17,2,36,15,4,7,17
17,2,17,12,3,8,17
17,1,34,16,0,9,17
17,2,20,11,0,0,18
17,7,32,18,2,1,18
17,4,8,12,0,2,18
17,2,27,18,1,3,18
17,2,33,16,2,4,18
17,3,37,12,3,5,18
17,8,28,14,2,6,18
17,3,16,17,2,7,18
17,4,24,18,4,8,18
17,2,32,18,0,9,18
17,6,22,19,2,0,19
17,7,12,18,3,1,19
17,6,13,17,0,2,19
17,5,20,14,1,3,19
17,8,37,16,1,4,19
17,1,17,17,1,5,19
17,1,13,19,0,6,19
17,2,23,16,1,7,19
17,1,29,17,0,8,19
17,3,8,12,3,9,19
18,3,26,16,3,0,0
18,6,38,17,2,1,0
18,1,26,13,4,2,0
18,3,22,16,4,3,0
18,2,37,18,3,4,0
18,5,23,12,3,5,0
18,6,35,14,2,6,0
18,8,36,19,1,7,0
18,4,38,14,4,8,0
18,6,26,18,0,9,0
18,3,18,20,4,0,1
18,8,12,12,0,1,1
18,5,20,15,0,2,1
18,4,26,17,0,3,1
18,3,8,20,4,4,1
18,6,17,15,3,5,1
18,5,21,17,3,6,1
18,1,35,12,4,7,1
18,6,36,12,4,8,1
18,4,21,20,3,9,1
18,8,37,18,0,0,2
18,6,28,12,3,1,2
18,2,8,16,1,2,2
18,3,37,18,2,3,2
18,8,34,12,2,4,2
18,7,23,18,2,5,2
18,7,38,12,0,6,2
18,7,31,14,0,7,2
18,3,30,16,0,8,2
18,6,12,19,0,9,2
18,1,27,19,1,0,3
18,1,23,12,3,1,3
18,5,22,17,2,2,3
18,8,11,15,2,3,3
18,3,8,14,1,4,3
18,8,12,16,0,5,3
18,8,32,16,2,6,3
18,2,35,15,4,7,3
18,6,33,18,4,8,3
18,2,21,14,2,9,3
18,4,28,12,1,0,4
18,7,32,13,3,1,4
18,2,8,15,0,2,4
18,3,11,12,1,3,4
18,8,38,16,4,4,4
18,5,22,14,3,5,4
18,8,17,19,1,6,4
18,5,12,13,3,7,4
18,8,22,14,3,8,4
18,7,34,19,1,9,4
18,1,28,13,4,0,5
18,5,29,15,4,1,5
18,3,22,20,2,2,5
18,3,29,15,3,3,5
18,2,28,16,3,4,5
18,8,31,15,2,5,5
18,4,8,20,2,6,5
18,7,26,19,0,7,5
18,8,31,20,0,8,5
18,1,34,13,1,9,5
18,5,27,20,2,0,6
18,5,12,15,1,1,6
18,1,22,12,3,2,6
18,5,14,17,1,3,6
18,1,32,12,4,4,6
18,3,13,14,0,5,6
18,4,33,15,4,6,6
18,5,11,16,1,7,6
18,3,37,18,4,8,6
18,8,11,12,1,9,6
18,2,21,16,2,0,7
18,3,38,18,0,1,7
18,3,30,16,3,2,7
18,8,36,15,0,3,7
18,4,35,17,2,4,7
18,4,38,20,3,5,7
18,5,31,17,3,6,7
18,2,36,17,1,7,7
18,5,35,20,1,8,7
18,8,15,19,4,9,7
18,7,32,12,3,0,8
18,6,32,14,2,1,8
18,7,29,18,0,2,8
18,1,21,20,0,3,8
18,3,38,20,3,4,8
18,4,34,17,4,5,8
18,5,21,12,1,6,8
18,4,8,12,3,7,8
18,2,15,14,0,8,8
18,5,31,19,0,9,8
18,6,24,15,4,0,9
18,8,12,12,4,1,9
18,3,11,19,1,2,9
18,6,18,12,2,3,9
18,8,34,14,3,4,9
18,6,38,20,2,5,9
18,2,31,17,1,6,9
18,3,33,18,3,7,9
18,1,22,14,4,8,9
18,1,23,15,3,9,9
18,2,23,20,2,0,10
18,4,29,17,3,1,10
18,4,27,19,1,2,10
18,1,14,19,2,3,10
18,1,29,12,3,4,10
18,4,18,14,0,5,10
18,7,10,13,0,6,10
18,6,23,17,2,7,10
18,5,25,16,2,8,10
18,1,27,18,2,9,10
18,5,35,20,4,0,11
18,4,29,16,3,1,11
18,7,8,16,3,2,11
18,6,20,20,4,3,11
18,6,21,16,1,4,11
18,2,9,12,4,5,11
18,8,26,12,3,6,11
18,4,15,17,1,7,11
18,2,30,17,1,8,11
18,8,27,16,2,9,11
18,4,15,13,2,0,12
18,4,31,16,0,1,12
18,3,11,18,4,2,12
18,4,16,14,1,3,12
18,2,10,20,1,4,12
18,2,38,19,2,5,12
18,4,35,19,4,6,12
18,5,16,14,3,7,12
18,6,23,20,1,8,12
18,5,10,19,4,9,12
18,4,33,13,4,0,13
18,1,10,16,4,1,13
18,3,27,16,1,2,13
18,8,15,17,2,3,13
18,7,15,15,0,4,13
18,4,32,19,4,5,13
18,2,25,16,1,6,13
18,8,32,19,2,7,13
18,4,32,13,0,8,13
18,6,19,12,1,9,13
18,6,17,19,4,0,14
18,8,37,19,2,1,14
18,3,19,13,3,2,14
18,6,33,13,4,3,14
18,6,21,12,2,4,14
18,6,31,13,4,5,14
18,5,24,16,3,6,14
18,7,12,20,4,7,14
18,4,20,17,0,8,14
18,4,32,17,4,9,14
18,1,28,12,1,0,15
18,1,15,19,1,1,15
18,1,8,19,2,2,15
18,4,14,15,0,3,15
18,8,17,20,2,4,15
18,7,15,13,4,5,15
18,6,24,17,1,6,15
18,2,36,16,3,7,15
18,5,36,12,2,8,15
18,1,21,18,2,9,15
18,5,21,12,0,0,16
18,3,14,12,1,1,16
18,5,25,15,3,2,16
18,7,12,15,2,3,16
18,8,8,13,0,4,16
18,4,35,15,4,5,16
18,3,23,15,2,6,16
18,2,37,14,3,7,16
18,2,18,19,4,8,16
18,5,22,15,0,9,16
18,2,31,13,2,0,17
18,2,9,12,4,1,17
18,3,20,12,3,2,17
18,4,17,19,2,3,17
18,1,23,17,2,4,17
18,3,14,19,4,5,17
18,6,35,18,1,6,17
18,5,37,16,2,7,17
18,2,18,13,3,8,17
18,6,35,17,4,9,17
18,4,21,12,1,0,18
18,5,33,19,1,1,18
18,7,9,13,0,2,18
18,2,28,19,1,3,18
18,4,34,17,3,4,18
18,6,38,13,2,5,18
18,1,29,15,2,6,18
18,3,17,18,0,7,18
18,5,25,19,4,8,18
18,3,33,19,1,9,18
18,3,23,20,2,0,19
18,5,13,19,3,1,19
18,2,14,18,3,2,19
18,8,21,15,2,3,19
18,3,38,17,0,4,19
18,6,18,18,3,5,19
18,6,14,20,4,6,19
18,6,24,17,3,7,19
18,8,30,18,1,8,19
18,4,9,13,1,9,19
19,6,27,17,4,0,0
19,7,39,18,0,1,0
19,7,27,14,1,2,0
19,1,23,17,3,3,0
19,2,38,19,2,4,0
19,2,24,13,3,5,0
19,4,36,15,3,6,0
19,6,37,20,1,7,0
19,6,39,15,2,8,0
19,7,27,19,4,9,0
19,7,19,21,4,0,1
19,1,13,13,4,1,1
19,8,21,16,2,2,1
19,8,27,18,3,3,1
19,2,9,21,0,4,1
19,4,18,16,4,5,1
19,1,22,18,4,6,1
19,6,36,13,0,7,1
19,4,37,13,4,8,1
19,3,22,21,4,9,1
19,8,38,19,2,0,2
19,7,29,13,4,1,2
19,6,9,17,1,2,2
19,3,38,19,4,3,2
19,2,35,13,2,4,2
19,4,24,19,0,5,2
19,4,39,13,2,6,2
19,7,32,15,1,7,2
19,2,31,17,3,8,2
19,6,13,20,3,9,2
19,7,28,20,2,0,3
19,8,24,13,3,1,3
19,2,23,18,2,2,3
19,2,12,16,0,3,3
19,3,9,15,4,4,3
19,7,13,17,4,5,3
19,8,33,17,0,6,3
19,7,36,16,4,7,3
19,5,34,19,0,8,3
19,8,22,15,0,9,3
19,3,29,13,4,0,4
19,2,33,14,2,1,4
19,7,9,16,1,2,4
19,7,12,13,2,3,4
19,7,39,17,0,4,4
19,4,23,15,1,5,4
19,4,18,20,1,6,4
19,5,13,14,2,7,4
19,7,23,15,3,8,4
19,3,35,20,4,9,4
19,6,29,14,4,0,5
19,4,30,16,4,1,5
19,4,23,21,3,2,5
19,1,30,16,4,3,5
19,8,29,17,1,4,5
19,6,32,16,4,5,5
19,7,9,21,2,6,5
19,7,27,20,1,7,5
19,5,32,21,2,8,5
19,3,35,14,1,9,5
19,6,28,21,4,0,6
19,8,13,16,4,1,6
19,5,23,13,3,2,6
19,1,15,18,4,3,6
19,5,33,13,3,4,6
19,3,14,15,2,5,6
19,5,34,16,1,6,6
19,4,12,17,1,7,6
19,4,38,19,0,8,6
19,3,12,13,1,9,6
19,7,22,17,4,0,7
19,4,39,19,2,1,7
19,4,31,17,1,2,7
19,3,37,16,0,3,7
19,7,36,18,1,4,7
19,3,39,21,0,5,7
19,2,32,18,1,6,7
19,3,37,18,0,7,7
19,4,36,21,0,8,7
19,6,16,20,2,9,7
19,4,33,13,0,0,8
19,5,33,15,3,1,8
19,5,30,19,2,2,8
19,2,22,21,4,3,8
19,1,39,21,0,4,8
19,4,35,18,4,5,8
19,6,22,13,1,6,8
19,5,9,13,2,7,8
19,7,16,15,2,8,8
19,1,32,20,0,9,8
19,3,25,16,0,0,9
19,2,13,13,3,1,9
19,3,12,20,0,2,9
19,4,19,13,4,3,9
19,3,35,15,3,4,9
19,1,39,21,1,5,9
19,5,32,18,0,6,9
19,7,34,19,4,7,9
19,3,23,15,1,8,9
19,6,24,16,4,9,9
19,1,24,21,1,0,10
19,5,30,18,4,1,10
19,8,28,20,3,2,10
19,7,15,20,0,3,10
19,4,30,13,2,4,10
19,5,19,15,0,5,10
19,5,11,14,4,6,10
19,1,24,18,3,7,10
19,2,26,17,3,8,10
19,2,28,19,3,9,10
19,3,36,21,2,0,11
19,7,30,17,3,1,11
19,1,9,17,1,2,11
19,6,21,21,3,3,11
19,3,22,17,1,4,11
19,3,10,13,0,5,11
19,3,27,13,1,6,11
19,6,16,18,1,7,11
19,6,31,18,0,8,11
19,3,28,17,2,9,11
19,6,16,14,2,0,12
19,5,32,17,3,1,12
19,6,12,19,3,2,12
19,5,17,15,3,3,12
19,8,11,21,0,4,12
19,3,39,20,3,5,12
19,1,36,20,2,6,12
19,8,17,15,1,7,12
19,3,24,21,3,8,12
19,3,11,20,1,9,12
19,2,34,14,3,0,13
19,6,11,17,4,1,13
19,8,28,17,2,2,13
19,1,16,18,0,3,13
19,3,16,16,1,4,13
19,7,33,20,0,5,13
19,8,26,17,3,6,13
19,2,33,20,1,7,13
19,4,33,14,1,8,13
19,7,20,13,2,9,13
19,2,18,20,1,0,14
19,6,38,20,3,1,14
19,4,20,14,0,2,14
19,7,34,14,2,3,14
19,8,22,13,4,4,14
19,4,32,14,1,5,14
19,5,25,17,1,6,14
19,5,13,21,1,7,14
19,2,21,18,3,8,14
19,1,33,18,4,9,14
19,8,29,13,4,0,15
19,1,16,20,3,1,15
19,1,9,20,4,2,15
19,7,15,16,3,3,15
19,7,18,21,3,4,15
19,3,16,14,2,5,15
19,7,25,18,0,6,15
19,1,37,17,4,7,15
19,6,37,13,4,8,15
19,6,22,19,1,9,15
19,3,22,13,4,0,16
19,2,15,13,1,1,16
19,7,26,16,3,2,16
19,3,13,16,0,3,16
19,5,9,14,2,4,16
19,3,36,16,0,5,16
19,5,24,16,3,6,16
19,4,38,15,4,7,16
19,7,19,20,4,8,16
19,5,23,16,3,9,16
19,7,32,14,1,0,17
19,5,10,13,2,1,17
19,4,21,13,1,2,17
19,6,18,20,4,3,17
19,8,24,18,2,4,17
19,6,15,20,3,5,17
19,6,36,19,4,6,17
19,4,38,17,2,7,17
19,7,19,14,4,8,17
19,7,36,18,4,9,17
19,6,22,13,2,0,18
19,8,34,20,1,1,18
19,8,10,14,0,2,18
19,4,29,20,0,3,18
19,5,35,18,4,4,18
